Token,Lemma
Unabhängigen,Unabhängige
„,--
und,und
3,3
Kommunisten,Kommunist
zusammengeseßt,zusammengeseßen
ist,sein
.,--
In,in
der,der
NN,NN
EAN,EAN
von,von
Lankwiß,Lankwiß
weiß,wissen
man,man
aber,aber
nicht,nicht
",",--
wer,wer
diesen,dieser
neuen,neu
Arbeiterrat,Arbeiterrat
 , 
wählt,wählen
hat,haben
und,und
mit,mit
welchem,welcher
“,--
Recht,recht
er,er
si,si
bie,bien
.,--
Kontrolle,Kontrolle
der,der
 , 
','
emeindeverwaltung,Emeindeverwaltung
.,--
anmaßt,anmassen
.,--
Man,man
20,20
gespannt,spannen
sein,sein
",",--
.,--
wie,wie
sich,sich
die,der
Lankwißer,Lankwißer
Gemeindevertretung,Gemeindevertretung
zu,zu
diesen,dieser
zweiten,zweiter
Arbeiter,Arbeiter
»,--
rat,rat
stellen,stellen
wird,werden
",",--
 , 
Dex,Dex
Schiedsgerichtsspruch,Schiedsgerichtsspruch
über,über
die,der
Charlottenburger,Charlottenburger
Wasserpreiverhöhung,Wasserpreiverhöhung
ist,sein
den,der
Groß-Berliner,Groß-Berliner
Gemeinden,Gemeinde
nun-,nun
mehr,mehr
zur,zu
Kenntnis,Kenntnis
zugegangen,zugegangen
.,--
Die,der
Kosten,Kosten
des,der
Verfahrens,Verfahren
für,für
dis,dis
Gemeinden,Gemeinde
belaufen,belaufen
Ich,ich
auf,auf
ebwa,ebwa
25,25
000,000
Mark,Mark
",",--
die,der
.,--
nach,nach
Maß-,Maß
 , 
recht,recht
gewährleistet,gewährleisten
wird,werden
",",--
“,--
Es,es
wurds,wurds
eine,ein
besondere,besonderer
 , 
vingeseht,vingesehen
",",--
die,der
in,in
Gemeinschaft,Gemeinschaft
mit,mit
den,der
Übrigen,Übrig
.,--
fveien,Fveie
A,--
 , 
DNIDEN,DNIDEN
n,n
eine,ein
neue,neu
",",--
Vorlags,Vorlag
für,für
ein,ein
Beiriebsratsg,Beiriebsratsg
eß,eß
Us,Us
.,--
jarbeiten,jarbeiten
soll,sollen
.,--
 , 
Untwettey,Untwettey
in,in
der,der
Oberlaufiß,Oberlaufiß
",",--
Aus,aus
Baußen,Bauße
wird,werden
uns,uns
ge-,ge
brahtet,brahten
:,--
Seit,seit
Frottag,Frottag
fwibh,fwibh
gehen,gehen
In,in
der,der
si,si
ichen,ich
umd,umd
",",--
ORE,ORE
schen,sch
Oberlausiß,Oberlausiß
fast,fast
umumterbrochen,umumterbroch
N,N
engüfse,Engüfse
eder,eedner
",",--
wie,wie
sie,sie
seit,seit
Jahrzehnten,Jahrzehnt
nicht,nicht
beobachtet,beobachten
warden,ward
.,--
"""",--
In,in
bandwirtschöftt,bandwirtschöftt
",",--
Versuchsstation,Versuchsstation
Pommriß,Pommriß
bei,bei
Baußen,Bauße
watridon,Watridon
in,in
der,der
:,--
Zeit,Zeit
von,von
 , 
Freitag,Freitag
frilh,frilh
7,7
Uhr,Uhr
bis,bis
abends,abends
gegen,gegen
.,--
47,47
Uhr,Uhr
83,83
Liter,Liter
Wasser,Wasser
/,--
„,--
auf,auf
den,der
Querdratmetsr,Querdratmetsr
gemessen,messen
",",--
','
ü,ü
der,der
Meteorologischen,meteorologisch
Station,Station
 , 
gelen,gelen
werden,werden
müssen,müssen
.,--
Nach,nach
dem,der
am,an
','
16,16
",",--
Juni,Juni
d.,d.
IZ,IZ
",",--
erfolgten,erfolgt
-Schiedsspruch,-Schiedsspruch
st,st
der,der
Wee,Wee
SAFE,SAFE
für,für
alle,alle
beklagten,beklagen
:,--
Gemeinden'mit,Gemeinden'mit
Ausnahme,Ausnahme
von,von
Lankwiß,Lankwiß
",",--
Teltow,Teltow
.,--
und,und
Iohannisthal,Iohannisthal
(,--
ntuer,ntuer
SE,SE
um,um
"""",--
7,7
%,%
.,--
das,der
Kubikmeter,Kubikmeter
",",--
für,für
Lankwiß,Lankwiß
um,um
5,5
Pf,Pf
.,--
und,und
für,für
Teltow,Teltow
und,und
NIN,NIN
UPFY,UPFY
(,--
neuer,neu
Teil,Teil
),--
nicht,nicht
erhöht,erhöhen
worden,werden
.,--
Die,der
festgeseße,festgeseß
ten,ten
Zuschläße,Zuschläß
gelben,gelben
vom,von
18,18
",",--
Mat,Mat
1919,1919
bis,bis
zum,zu
80.,80.
Septomboar,Septomboar
192,192
 , 
"""",--
einschließlich,einschließlich
der,der
im,in
Oktober,Oktober
1920,1920
zu,zu
versendenden,versendend
Rechnunnen,Rechnunne
so-,so
 , 
Walddorf,Walddorf
.,--
von,von
Donnerstag,Donnerstag
wap,wap
“,--
Sonnabend,Sonnabend
.,--
vormittag,vormittag
],]
wohl,wohl
für,für
Hie,Hie
Gemeinden,Gemeinde
wie,wie
für,für
die,der
Einzelabnehmer,Einzelabnehmer
",",--
',--
Der,der
An,an
«,--
 , 
134,134
Millimeter,Millimeter
",",--
eine,ein
Menge,Menge
",",--
wie,wie
fis,fis
18,18
35,35
Jahren,Jahr
",",--
dem,der
Bestehen,bestehen
|,|
trag,Trag
der,der
Charlottenburger,Charlottenburger
Wasserwerke,Wasserwerk
auf,auf
Bewilligung,Bewilligung
einer,ein
Ver-,Ver
 , 
Her,Her
Gtation,Gtation
",",--
no,no
<,<
micht,michen
vorgekommen,vorkommen
ist,sein
.,--
Sämtliche,sämtlicher
Füsse,Fuß
Führen,führen
|,|
gübung,Gübung
für,für
das-bishex,das-bishex
unentgeltlich,unentgeltlich
gelieferte,gelieferen
.,--
Wasser,Wasser
ist,sein
.,--
abgelehnt,ablehnen
eiße,eiß
und,und
Mandan,Mandan
find,find
.,--
über,über
Ufer,Ufer
ge,ge
»,--
!,--
worden,werden
.,--
;,--
%,%
 , 
Hochwasser,Hochwasser
",",--
Spree,Spree
",",--
 , 
schen,sch
Zeitung,Zeitung
",",--
2s9,2s9
5,5
 , 
treten,treten
",",--
Die,der
Neiße,neiß
stieg,steigen
in,in
der,der
Nacht,Nacht
zum,zu
Sonnabend,Sonnabend
von,von
"0,08","0,08"
auf,auf
 , 
en,--
lagerwde,lagerwde
Heu,Heu
mit,mit
forbgeschwemmt,forbgeschwemmen
.,--
|,|
.,--
 , 
Germanta-Gälen,Germanta-Gäle
“,--
",",--
Chaussee,Chaussee
x.,x.
110,110
",",--
statt,statt
",",--
','
 , 
zats,Zats
der,der
Arbeitevräte,Arbeitevräte
und,und
die,der
Haussuchung,Haussuchung
in,in
den,der
Bureauräunen,Bureauräun
",",--
:,--
bigher,bigh
"2,20--2s0","2,20--2s0"
 , 
der,der
Betriebe,Betrieb
",",--
die,der
während,während
der,der
Unruhen,Unruhe
ent,ent
»,--
 , 
','
billiqung,Billiqung
über,über
14,14
Milliarden,Milliarde
betragen,betragen
.,--
|,|
Er,er
soll,sollen
zu,zu
glei,glei
 , 
Dev,Dev
Streik,Streik
bey,bey
Leipzigev,Leipzigev
Anwartsangestellten,anwartsangestellten
",",--
Wie,wie
.,--
 , 
rFarten,rFaren
",",--
nah,nah
.,--
elgplan,Elgplan
),--
werden,werden
.,--
erst,erst
vom,von
.,--
estexland,Estexland
beginnen,beginnen
erst,erst
 , 
Ein,ein
zweitey,zweitey
Arbeiterrat,Arbeiterrat
in,in
.,--
Lankwit,Lankwit
.,--
„,--
vn,vn
dem,der
garten,Garten
»,--
",",--
|,|
.,--
Berwaltet,Berwaltet
hat,haben
",",--
At,At
vom,von
Magistrat,Magistrat
Berlin,Berlin
zum,zu
Dive,Dive
!,--
 , 
einen,ein
.,--
neuen,neu
Arbeiterrat,Arbeiterrat
von,von
neun,neun
.,--
Mitgliedern,Mitgliedern
EEE,EEE
der,der
 , 
gabe,Gabe
des,der
Wasserverbrauchs,Wasserverbrauch
auf,auf
die,der
angeschlossenen,angeschlossen
Gemeinden,Gemeinde
um-,um
',--
 , 
.,--
ED,ED
x,x
",",--
7,7
27000,27000
30.,30.
Juni,Juni
 , 
','
Die,der
neuen,neu
Lebensmittelpreise,Lebensmittelpreise
",",--
 , 
Das,der
Reichsministertum,Reichsministertum
hat,haben
im,in
feiner,fein
Sonnabend-Situng,Sonnabend-Situng
dis,dis
Regelung,Regelung
der,der
Verbilligung,Verbilligung
der,der
Lebensmittelpreise,Lebensmittelpreise
für,für
auslän,auslän
«,--
»,--
dische,disch
Zufuhren,Zufuhr
endgültig,endgültig
jestgese,Jestgese
t.,t.
*,*
Zu,zu
den,der
Verkaufspreiten,Verkaufspreit
welche,welcher
die,der
Reichsstellen,Reichsstelle
künftig,künftig
in,in
Rechnung,Rechnung
stellen,stellen
.,--
sollen,sollen
",",--
sind,sein
die,der
Verteilungskosten,Verteilungskost
der,der
Kommunalverbänds,Kommunalverbänds
hinzuzurechnen,hinzuzurechnen
.,--
','
ia,ia
Kleinverkaufspreise,Kleinverkaufspreise
werden,werden
sich,sich
hiernach,hiernach
für,für
das,der
Pfund,Pfund
",",--
10,10
),--
138,138
Unkosten,Unkost
des,der
einzelnen,einzeln
Kommunalvyerbandes,Kommunalvyerband
etwa,etwa
wie,wie
plat,Plat
stellen,stellen
:,--
i,i
j,j
 , 
Ämerikanisches,Ämerikanisch
Ba,Ba
>,>
mehl,Mehl
",",--
von,von
dem,der
au“w.fernerhin,Au“w.fernerhin
.,--
2s0,2s0
Gramm,Gramm
die,der
2200,2200
verteilt,verteilen
werden,werden
sollen,sollen
",",--
80,80
bis,bis
85,85
Piaiystatk,Piaiystatk
Reis,Reis
",",--
der,der
abwechselnd,abwechselnd
mit,mit
Hülsenfrüchten,Hülsenfrücht
mit,mit
3,3
Pfd,Pfd
.,--
pro,pro
Kopf,Kopf
und,und
Woche,Woche
zur,zu
Verteilung,Verteilung
gelangen,gelangen
soll,sollen
",",--
etwa,etwa
"2-=2,20","2-=2,20"
M.,M.
statt,statt
bisher,bisher
über,über
3,3
Mk,Mk
.,--
M,M
8,8
 , 
HAT,HAT
enfrühte,enfrühen
etwa,etwa
"1.10--1,30.","1.10--1,30."
ML,ML
.,--
statt,statt
"2,20","2,20"
M.,M.
€,€
 , 
(,--
us,us
unbisches,unbisch
leis,leis
<,<
;,--
soweit,soweit
hies,heisen
infolge,infolge
Mangels,Mangel
mt,mt
inländischem,inländisch
Fleisch,Fleisch
auf,auf
Rationen,Ration
verteilt,verteilen
werden,werden
muß,müssen
",",--
"4,50","4,50"
bis,bis
5,5
ML,ML
",",--
während,während
bekanntlich,bekanntlich
zuletzt,zuletzt
in,in
Berlin,Berlin
11,11
Mt,Mt
.,--
für,für
Pfund,Pfund
gezahlt,zahlen
werden,werden
mußte,müssen
",",--
;,--
:,--
!,--
 , 
mevikanischer,mevikanisch
Spe,Spe
>,>
",",--
126,126
g,g
je,je
Kopf,Kopf
und,und
Woche,Woche
",",--
"4->4,50","4->4,50"
Mark,Mark
statt,statt
bisher,bisher
7--8,7--8
M.,M.
»,--
.,--
.,--
?,--
 , 
Augländisches,Augländisches
Speisefedt,Speisefedt
",",--
50,50
g,g
je,je
Kopf,Kopf
und,und
Woche,Woche
",",--
"6--5,50","6--5,50"
Mark,Mark
statt,statt
.,--
bigher,bigh
6,6
-,--
7,7
M.,M.
 , 
Ausländische,ausländisch
Kartoffeln,Kartoffel
sollen,sollen
so,so
weit,weit
verbilligt,verbilligen
werden,werden
",",--
daß,daß
die,der
Preise,Preis
für,für
die,der
Intondskartofseln,Intondskartofsel
micht,michen
überschritten,überschreiten
zu,zu
werden,werden
 , 
brauchen,brauchen
",",--
Nach,nach
überschläglicher,überschläglich
Berechnung,Berechnung
wird,werden
DEr,DEr
OSTADEIEN,OSTADEIEN
der,der
s,--
n,n
Teilen,Teil
auf,auf
Reich,Reich
",",--
Freistagten,Freistagt
und,und
Kommunalverbände,Kommunalverband
übernommen,übernehmen
werden,werden
.,--
24,24
die,der
Freistaaten,Freistaate
und,und
Kommunalverbände,Kommunalverbänd
bei,bei
diesem,dieser
großen,groß
Opfer,Opfer
des,der
Reiches,Reich
sich,sich
in,in
dieser,dieser
Weise,Weise
beteiligen,beteiligen
werden,werden
",",--
bann,Bann
wor,Wor
»,--
.,--
ausgeseßt,ausgeseßen
werden,werden
",",--
rachdem,rachd
der,der
preußische,preußisch
Finanzminister,Finanzminister
.,--
sich,sich
be-,be
reits,reits
mit,mit
dieser,dieser
.,--
Regelung,Regelung
.,--
einverstanden,einverstanden
erklärt,erklären
|,|
nahme,Nahme
Joll,Joll
in,in
aller,aller
Schnelligbeit,Schnelligbeit
durchgeführt,durchführen
",",--
auch,auch
soll,sollen
dafür,dafür
Sorta,Sorta
etragen,etragen
werden,werden
",",--
daß,daß
die,der
Zuschläge,Zuschlag
der,der
Kommunalverbände,Kommunalverbänd
keines-,keines-
fils,fils
Über,über
die,der
wirklich,wirklich
entstehenden,entstehend
Unkosten,Unkost
hinausgehem,hinausgehem
5,5
 , 
Feftsehungen,Feftsehung
von,von
Kokspreiset,Kokspreiset
.,--
.,--
Nachdem,nachdem
die,der
Erzeuger,Erzeuger
»,--
.,--
preise,Preis
für,für
Koks,Koks
aller,aller
Art,Art
mit,mit
Zustimmung,Zustimmung
der,der
zuständigen,zuständig
Stellen,Stelle
wiederum,wiederum
erhöht,erhöhen
worden,werden
sind,sein
",",--
ficht,fichen
sich,sich
die,der
Kohlenstelle,Kohlenstelle
Großa,Großa
Berlin,Berlin
gezwungen,zwingen
",",--
die,der
Preise,Preis
filr,filr
Koks,Koks
:,--
im,in
Ausinaß,Ausinaß
Dieser,dieser
Era,Era
",",--
höhung,höhung
„,--
wie,wie
folgt,folgen
festzuschen,festzuschen
:,--
Es,es
dürfen,dürfen
",",--
für,für
gebrodchen,gebrodch
folgende,folgend
Preise,Preis
nicht,nicht
Überschritten,Überschritt
„,--
werden,werden
:,--
wei,wei
Gesbstabholung,Gesbstabholung
ab,ab
Lager,Lager
"7,70","7,70"
M.,M.
fe,fe
Ztr,Ztr
.,--
und,und
bei,bei
Lieferung,Lieferung
frei,frei
Erdgeschoß,Erdgeschoß
oder,oder
Keller,Keller
"8,25","8,25"
M.,M.
je,je
Ztr,Ztr
.,--
-Filr,-Filr
Kokslieferungen,Kokslieferunge
.,--
au,au
das,der
Kleingeworbe,Kleingeworbe
sowie,sowie
füv,füv
Zentralheizunas-,Zentralheizunas
',--
und,und
Warmwasser-,Warmwasser
bereitungsanlagen,Bereitungsanlag
in,in
Fuhren,Fuhr
nicht,nicht
unter,unter
30,30
Zentnern,Zentner
dürfen,dürfen
 , 
1900s008,1900s008
Preise,Preis
",",--
nicht,nicht
Überschritten,überschritten
werden,werden
:,--
;,--
.,--
Gaskoks,gaskoks
",",--
arob,arob
",",--
"7,55","7,55"
 , 
Ztr,Ztr
.,--
",",--
Westfälisher,Westfälisher
oder,oder
Ztr,Ztr
.,--
",",--
Niederschlesischer,Niederschlesischer
Schmelzkoks,Schmelzkoks
"7,70","7,70"
M,M
 , 
e,e
Ztr,Ztr
",",--
",",--
Gaskoks,Gaskoks
",",--
gebrochen,brechen
",",--
"6,65","6,65"
Lichtenberger,Lichtenberger
',--
Schmelzkoks,Schmelzkoks
"8,20","8,20"
M,M
",",--
je,je
Sher,sh
es,es
"7,80.","7,80."
M.,M.
je,je
Ztr,Ztr
.,--
",",--
Oberschlesischer,Oberschlesischer
 , 
Die,der
Preise,Preis
gelten,gelten
für,für
Lieferungen,Lieferung
frei,frei
Keller,Keller
.,--
Die,der
Sieherigen,Sieherig
Ermößigungen,ermößigung
',--
fülr,fülr
Lieferungen,Lieferung
frei,frei
Grundstll,Grundstll
>,>
",",--
ab,ab
Lagerstelle,Lagerstelle
usw.,usw.
 , 
M.,M.
je,je
 , 
"""",--
bleiben,bleiben
unverändert,unverändert
bestehen,bestehen
.,--
=,=
=,=
Die,der
!,--
festgesehten,festgeseht
Breise,Breis
gelben,lben
.,--
fün,Fün
.,--
alle,alle
seit,seit
dem,der
16,16
",",--
Junt-,Junt-
1919,1919
ausgeführten,ausgeführt
Kokslieferungen,Kokslieferunge
.,--
 , 
"""",--
Kleine,klein
Mitteilungen,Mitteilung
.,--
Der,der
Allgemeine,allgemein
Deutsche,deutsch
Evangea,Evangea
lische,lisch
Kirchentag,Kirchentag
",",--
der,der
vom,von
15.,15.
bis,bis
28,28
",",--
Juli,Juli
in,in
Dresden,Dresden
stattfinden,stattfinden
solte,solten
;,--
ift,ifen
auf,auf
ven“2.,ven“2.
bis,bis
5.,5.
September,September
d.-I.,d.-I.
verlegt,verlegen
worden,werden
:,--
 , 
Der,der
frühere,früh
Leiter,Leiter
des,der
städtischen,städtisch
Obdachs,Obdach
",",--
Oberinspektor,Oberinspektor
tor-,tor
des,der
",",--
nduon,nduon
großen,groß
städtischen,städtisch
Genesungsheims,Genesungsheim
in,in
Buch,Buch
gewählt,wählen
„,--
worden,werden
.,--
wurde,werden
einstimmig,einstimmig
zum,zu
",",--
zweiten,zweiter
Bürgermeister,Bürgermeister
in,in
Frankfurt,Frankfurt
nder,nder
.,--
Oder,oder
gewählb,gewählb
.,--
|,|
/,--
5,5
0,0
400,400
„,--
Zahre,Zahr
",",--
N,N
Suit,Suit
sein,sein
50jährie,50jährie
exx,exx
Carl,Carl
.,--
Schulze,Schulze
",",--
Neukölln,Neukölln
",",--
feiert,feiern
am,an
1.,1.
Juli,Juli
sein,sein
ö0jähriges,ö0jährig
Zu,zu
087,087
T,T
F.,F.
olland,Olland
",",--
Poste,Poste
straße,Straße
10,10
/,--
11.,11.
:,--
n,n
3,3
?,--
Sonntag,Sonntag
",",--
den,der
29.,29.
Juni,Juni
feierte,feiern
Geh,Geh
.,--
Sanitätsrat,Sanitätsrat
Dr,Dr
;,--
May,May
|,|
300,300
v.,v.
S.,S.
Zuschlag,Zuschlag
in,in
Schöneberg,Schöneberg
",",--
Ms,Ms
erste,erster
Gemeinda,Gemeinda
Gvoß-Berlins,Gvoß-Berlin
wird,werden
-jich,-jich
.,--
Schöneberg,Schöneberg
mit,mit
der,der
.,--
Erhöhung,Erhöhung
des,der
Ge-,Ge
Magistrat,Magistrat
hält,halten
es,es
für,für
dringend,dringend
notwendig,notwendig
",",--
wegen-der,wegen-der
schon,schon
jeßt,jeßen
ine,in
folge,Folge
der,der
Bezüge,Bezug
der,der
Beamten,Beamter
",",--
Lehrer,Lehrer
",",--
Hilfsarbeiter,Hilfsarbeiter
und,und
Arbeiten,Arbeit
den,der
Gemeindesteuerzuschlag,Gemeindesteuerzuschlag
weiter,weiter
von,von
230,230
auf-.309,auf-.309
v,v
",",--
H,H
",",--
zu,zu
er,er
«,--
höhen,höhen
",",--
Das-,Das-
Mehr,mehr
an,an
Steuern,Steuer
wird,werden
auf,auf
2132,2132
322,322
M.,M.
berechnet,berechnen
",",--
ss,ss
höhung,Höhung
gede,Gede
>,>
t,t
werden,werden
kann,können
.,--
6,6
NECH,NECH
Sieherheitszuftände,Sieherheitszuftand
in,in
Disserdorf,Disserdorf
.,--
Wie,wie
uns,uns
aus,aus
Düssel,Düssel
»,--
 , 
Jaedel,Jaedel
",",--
der,der
-während,-während
des,der
.,--
Krieges,Krieg
das,der
große,groß
Shore,Shore
in,in
Buch,Buch
Aus,aus
Halle,Halle
wird,werden
uns,uns
"""",--
gedrahtet,drahten
:,--
Stadtvat,Stadtvat
Cinns,Cinn
.,--
in,in
Halla,Halla
Am,an
1,1
",",--
Juli,Juli
besteht,bestehen
das,der
Bad,Bad
Martenborn-Schenkwiß,Martenborn-Schenkwiß
 , 
iläum,iläum
als,als
Bertreter,Bertreter
dex,dex
Fa,Fa
",",--
A.,A.
P.,P.
F.,F.
von,von
 , 
Graff,Graff
seinen,sein
80.,80.
Geburtstag,Geburtstag
",",--
 , 
UNDEN,UNDEN
Ui,ui
Ki,Ki
auf,auf
390,390
wv,wv
.,--
H,H
",",--
für,für
1919,1919
böschästigen,böschästigen
.,--
Den,der
 , 
erforderlich,erforderlich
gewordenen,geworden
Ueberschreitungen,Ueberschreitung
des,der
Haushaltsplanes,Haushaltsplan
 , 
haß,haß
alfo,alfo
vin,Vin
Teil,Teil
der,der
Ueberschreitungen,Ueberschreitung
dur<.die,dur<.die
vorgeschlagene,vorgeschlagen
Er,er
»,--
.,--
 , 
dorf,Dorf
gedrahtet,drahten
wird,werden
",",--
wurde,werden
.,--
auf,auf
.,--
offener,offen
Straße,Straße
der,der
Kriminalwacht,Kriminalwacht
«,--
 , 
Zentral-Theater,Zentral-Theater
.,--
.,--
“,--
6,6
Rommandantonstr,Rommandantonstr
.,--
57.,57.
BANGT,BANGT
EITEN,EITEN
 , 
78U,78U
:,--
.,--
Dig,Dig
Schöngig,Schöngig
von,von
allon,Allon
.,--
!,--
>,>
Zur,zu
wilden,wild
Hummel,Hummel
",",--
 , 
Theator,Theator
der,der
Friedrichstadt,Friedrichstadt
.,--
8,8
Uhr,Uhr
:,--
So,so
eine,ein
Frechheit,Frechheit
",",--
4,4
 , 
Los,Los
Sing-Thoater,Sing-Thoater
",",--
.,--
Unter,unter
den,der
Linden,Linde
",",--
ommergpiolz,Ommergpiolz
.,--
Hans,Hans
Sternberg,Sternberg
Wplontag,Wplontag
",",--
166.,166.
Abonn,Abonn
»,--
Vorftellg,Vorftellg
.,--
|,|
63s15,63s15
iel,iel
(,--
euida,euida
Thielgcher,Thielgcher
Letzte,letzter
Vorstellung,Vorstellung
vop,vop
den,der
Ferien,Ferien
",",--
:,--
Charleys,Charleys
Tante,Tante
.,--
Deatachen,deatacher
Opernhaus,Opernhaus
:,--
7,7
:,--
"""",--
Die,der
Zauberslüte,Zauberslüte
",",--
BeutSches,BeutSche
Künstler,Künstler
-Thealst,-Thealst
",",--
|7,|7
Vir,Vir
:,--
Cevalleria,Cevalleria
rusticana,Rusticana
",",--
 , 
414,414
ME,ME
IEE,IEE
!,--
Geh,Geh
|,|
Ih,Ih
3,3
Allabendlich,allabendlich
8,8
Uhr,Uhr
:,--
Hierauf,hierauf
:,--
Die,der
SchwätzerInvon|,SchwätzerInvon|
Ein,ein
Polterabend,Polterabend
",",--
hzaufpielhaus,hzaufpielhaus
|,|
1,1
m,m
4ä881bert,4ä881bert
u.,u.
Kurt,Kurt
Götz,Götz
in:|,in:|
Saragosea,Saragosea
.,--
;,--
),--
4.,4.
Am,an
Gendarmenmarkt,Gendarmenmarkt
.,--
Die,der
Rutschbahn,Rutschbahn
.,--
9,9
NETANOBEIZIETE,NETANOBEIZIETE
 , 
4a,4a
",",--
axr-Neserwesh,axr-Neserwesh
.,--
ERF,ERF
",",--
"Friedrich-Wilhelmst,-Theat,|7","Friedrich-Wilhelmst,-Theat,|7"
"""",--
*,*
7,7
:,--
Mandragota,Mandragota
.,--
|,|
7,7
nag,nag
AU,AU
AOIT,AOIT
Volksbühne,Volksbühne
Be,Be
Wolate,Wolate
„,--
ergon,ergon
“,--
Der,der
Hias,Hias
.,--
|,|
Morgen,Morgen
2.,2.
1.,1.
M.,M.
;,--
Das,der
Gegetz,Gegetz
.,--
55,55
«,--
1,1
",",--
Male,Mal
:,--
«,--
 , 
7,7
;,--
Wexx,Wexx
Gynt,Gynt
.,--
Direktiop,Direktiop
Friedr,Friedr
.,--
Kayssler,Kayssler
",",--
BÜrehes,BÜrehes
heater,heat
.,--
ARENEN,ARENEN
DA,DA
EDI,EDI
Kleings,Kleing
Theater,Theater
9,9
63,63
.,--
1,1
:,--
Widiam,Widiam
5,5
7,7
],]
V,V
:,--
:,--
Kümmelblättchen,Kümmelblättchen
.,--
|=,|=
 , 
125,125
DELE,DELE
1,1
",",--
Uhr,Uhr
:,--
Z,Z
..,..
1./Male,1./Male
 , 
1670,1670
?,--
ie,ie
1,1
»,--
Uhr,Uhr
:,--
2.1.,2.1.
:,--
 , 
pax,Pax
Fallanberg,Fallanberg
in,in
Der,der
hoilige,hoilig
Florian-,Florian
4,4
 , 
;,--
3,3
Montag,Montag
",",--
d:30.,d:30.
Jun,Jun
",",--
8,8
Uhr,Uhr
.,--
Trianen-Theater|Somizche,Trianen-Theater|Somizche
Oper,Oper
.,--
L,L
N,N
N,N
T,T
BhHPriedriohatr,BhHPriedriohatr
",",--
"Ztr.8927,2891","ztr.8927,2891"
|,|
7,7
:,--
U-,U-
;,--
Schwarzwaldmädel,Schwarzwaldmädel
elizier,elizier
as,as
 , 
„,--
Famitie,Famitie
Schimok,Schimok
“,--
Lotzlo,Lotzlo
Autführung,Autführung
.,--
",",--
Täglich,täglich
8,8
Uhr,Uhr
;,--
%,%
||,||
RKauptentecheidung,RKauptentecheidung
Zum,zu
295,295
",",--
Male,Mal
CEN,CEN
die,der
SDaMSCe,SDaMSCe
Fliege,Fliege
um,um
4.,4.
großen,groß
Preis,Preis
-van,-van
 , 
Tien,Tien
:,--
tag,Tag
zum,zu
1.,1.
Malo,Malo
:,--
Berlin,Berlin
10.000,10.000
M.,M.
in,in
bar,bar
.,--
67,67
gute,gut
Ruf,Ruf
metropol-Taheater,metropol-Taheater
",",--
:,--
+,+
.,--
jam,Jam
 , 
Opernhaus,Opernhaus
[,[
Winte,Winte
 , 
Anton,Anton
 , 
„,--
Auch,auch
ich,ich
war,sein
ein,ein
Jüngling,Jüngling
«,--
.,--
Kamwersplele,Kamwersplel
",",--
 , 
/,--
Allabondätich,Allabondätich
8,8
Uhr,Uhr
:,--
„,--
Leopoiiline,Leopoiiline
Konstentin,Konstentin
in,in
|,|
59,59
Das,der
Weis,Weis
wd,wd
.,--
Hampelmann,Hampelmann
",",--
 , 
Theater,Theater
des,der
Vertens,Verten
:,--
 , 
Es,es
finden,finden
noch,noch
",",--
folgende,folgend
Entscheidungskämptestatt,Entscheidungskämptestatt
:,--
 , 
y-Garten|,y-Garten|
URANIA,URANIA
Täglich,täglich
7,7
%,%
",",--
Uhr,Uhr
:,--
Vuriets,Vuriet
=,=
Sypiely,Sypiely
:,--
un,un
",",--
€,€
Rauchen,rauchen
gestaitzt,staitzen
!,--
Versich,versich
.,--
gegen,gegen
Einbruch,Einbruch
",",--
|,|
venernaannzenzzeunwseaneemenennuurann,venernaannzenzzeunwseaneemenennuurinnen
 , 
"""",--
0,0
MEET,MEET
&,&
VE,VE
WEEUE,WEEUE
|,|
APOLLO,APOLLO
Dir,dir
.,--
;,--
James,James
:,--
Klein,Klein
",",--
Friedrichstraße,Friedrichstraße
218.,218.
 , 
72,72
[,[
",",--
Sonntan,Sonntan
"3""/,1.7","3""/,1.7"
",",--
 , 
4,4
8,8
Leizior,Leizior
Tag,Tag
!,--
Castspie,Castspie
 , 
1,1
r,r
 , 
„,--
mm,mm
Rerrniein,Rerrniein
:,--
in,in
der,der
Burleske,Burleske
%,%
Wor,Wor
igt,igen
.,--
der,der
Vater,Vater
?,--
j.,j.
Vorher,Vorher
erstklassige,erstklassigen
ES,ES
Spezialitäten,Spezialität
!,--
Sonntag,Sonntag
3'/5,3'/5
br,br
jedor,Jedor
Erwachs,Erwach
ein,ein
Kind,Kind
froi,Froi
!,--
25,25
 , 
in,in
400,400
",",--
1,1
(,--
|,|
Aumirals,Aumiral
PID,PID
),--
Im,in
Wiggsensohaltlichen,wiggsensohaltlich
Theater,Theater
",",--
|,|
8,8
Uhr,Uhr
:,--
Von,von
der,der
Zugepitze,Zugepitze
7,7
BOSONSKOTSCHIONN,BOSONSKOTSCHIONN
 , 
|,|
Taubenstr,Taubenstr
",",--
48,48
-,-
49,49
",",--
zum,zu
Walizmanp,Walizmanp
.,--
 , 
Wiener,Wiener
Waizer,Waizer
Tanz-Revue,Tanz-Revue
.,--
 , 
j,j
8,8
Uhr,Uhr
&,&
Kühler,Kühler
Aufenthalt,Aufenthalt
",",--
 , 
Kabarett,Kabarett
",",--
Kaffee,Kaffee
 , 
am,an
Untergrundb,Untergrundb
;,--
Stadtpark,Stadtpark
Sdqhiöneberg,Sdqhiöneberg
.,--
*,*
 , 
Heute,heute
Ehrenzbend,Ehrenzbend
 , 
